Indicator,Year,Geography,Cases,Rate per 100000,Population
AIDS prevalence,2010,Washington,"6,173",110.1,"5,606,748"
Estimated HIV incidence,2010,Washington,530,9.5,"5,606,748"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Washington,"13,000",231.3,"5,606,748"
HIV diagnoses,2016,Tennessee,708,12.7,"5,574,695"
HIV deaths,2016,Tennessee,312,5.6,"5,574,695"
HIV prevalence,2016,Tennessee,"16,190",290.4,"5,574,695"
AIDS diagnoses,2016,Tennessee,307,5.5,"5,574,695"
AIDS deaths,2016,Tennessee,236,4.2,"5,574,695"
AIDS prevalence,2016,Tennessee,"8,130",145.8,"5,574,695"
Estimated HIV incidence,2016,Tennessee,690,12.4,"5,574,695"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Tennessee,"18,900",339.1,"5,574,695"
HIV diagnoses,2010,Massachusetts,708,12.7,"5,572,005"
HIV deaths,2010,Massachusetts,283,5.1,"5,572,005"
HIV prevalence,2010,Massachusetts,"17,183",308.4,"5,572,005"
AIDS diagnoses,2010,Massachusetts,438,7.9,"5,572,005"
AIDS deaths,2010,Massachusetts,230,4.1,"5,572,005"
AIDS prevalence,2010,Massachusetts,"10,319",185.2,"5,572,005"
Estimated HIV incidence,2010,Massachusetts,830,14.9,"5,572,005"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Massachusetts,"20,300",364.8,"5,572,005"
HIV diagnoses,2014,Arizona,742,13.4,"5,544,351"
HIV deaths,2014,Arizona,221,4,"5,544,351"
HIV prevalence,2014,Arizona,"14,512",261.7,"5,544,351"
AIDS diagnoses,2014,Arizona,307,5.5,"5,544,351"
AIDS deaths,2014,Arizona,173,3.1,"5,544,351"
AIDS prevalence,2014,Arizona,"7,323",132.1,"5,544,351"
Estimated HIV incidence,2014,Arizona,780,14.1,"5,544,351"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Arizona,"17,400",314.7,"5,544,351"
HIV diagnoses,2015,Tennessee,739,13.4,"5,519,757"
HIV deaths,2015,Tennessee,343,6.2,"5,519,757"
HIV prevalence,2015,Tennessee,"16,412",297.3,"5,519,757"
AIDS diagnoses,2015,Tennessee,339,6.1,"5,519,757"
AIDS deaths,2015,Tennessee,253,4.6,"5,519,757"
AIDS prevalence,2015,Tennessee,"8,279",150,"5,519,757"
Estimated HIV incidence,2015,Tennessee,700,12.7,"5,519,757"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Tennessee,"18,500",335.6,"5,519,757"
HIV diagnoses,2016,Indiana,481,8.7,"5,511,799"
HIV deaths,2016,Indiana,178,3.2,"5,511,799"
HIV prevalence,2016,Indiana,"10,997",199.5,"5,511,799"
AIDS diagnoses,2016,Indiana,231,4.2,"5,511,799"
AIDS deaths,2016,Indiana,146,2.6,"5,511,799"
AIDS prevalence,2016,Indiana,"5,507",99.9,"5,511,799"
Estimated HIV incidence,2016,Indiana,470,8.5,"5,511,799"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Indiana,"13,100",237.7,"5,511,799"
HIV diagnoses,2015,Indiana,632,11.5,"5,486,236"
HIV deaths,2015,Indiana,177,3.2,"5,486,236"
HIV prevalence,2015,Indiana,"10,662",194.3,"5,486,236"
AIDS diagnoses,2015,Indiana,256,4.7,"5,486,236"
AIDS deaths,2015,Indiana,138,2.5,"5,486,236"
AIDS prevalence,2015,Indiana,"5,432",99,"5,486,236"
Estimated HIV incidence,2015,Indiana,710,13,"5,486,236"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Indiana,"12,800",233.5,"5,486,236"
HIV diagnoses,2014,Tennessee,757,13.8,"5,471,520"
HIV deaths,2014,Tennessee,331,6,"5,471,520"
HIV prevalence,2014,Tennessee,"15,936",291.3,"5,471,520"
AIDS diagnoses,2014,Tennessee,350,6.4,"5,471,520"
AIDS deaths,2014,Tennessee,259,4.7,"5,471,520"
AIDS prevalence,2014,Tennessee,"8,164",149.2,"5,471,520"
Estimated HIV incidence,2014,Tennessee,740,13.5,"5,471,520"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Tennessee,"18,200",332,"5,471,520"
HIV diagnoses,2014,Indiana,464,8.5,"5,466,855"
HIV deaths,2014,Indiana,177,3.2,"5,466,855"
HIV prevalence,2014,Indiana,"10,164",185.9,"5,466,855"
AIDS diagnoses,2014,Indiana,246,4.5,"5,466,855"
AIDS deaths,2014,Indiana,140,2.6,"5,466,855"
AIDS prevalence,2014,Indiana,"5,304",97,"5,466,855"
Estimated HIV incidence,2014,Indiana,520,9.5,"5,466,855"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Indiana,"12,300",224.5,"5,466,855"
HIV diagnoses,2013,Arizona,694,12.7,"5,453,802"
HIV deaths,2013,Arizona,221,4.1,"5,453,802"
HIV prevalence,2013,Arizona,"13,824",253.5,"5,453,802"
AIDS diagnoses,2013,Arizona,354,6.5,"5,453,802"
AIDS deaths,2013,Arizona,179,3.3,"5,453,802"
AIDS prevalence,2013,Arizona,"7,066",129.6,"5,453,802"
Estimated HIV incidence,2013,Arizona,700,12.9,"5,453,802"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Arizona,"16,900",309.6,"5,453,802"
HIV diagnoses,2013,Indiana,474,8.7,"5,436,250"
HIV deaths,2013,Indiana,179,3.3,"5,436,250"
HIV prevalence,2013,Indiana,"9,808",180.4,"5,436,250"
AIDS diagnoses,2013,Indiana,248,4.6,"5,436,250"
AIDS deaths,2013,Indiana,150,2.8,"5,436,250"
AIDS prevalence,2013,Indiana,"5,204",95.7,"5,436,250"
Estimated HIV incidence,2013,Indiana,480,8.9,"5,436,250"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Indiana,"11,900",219.4,"5,436,250"
HIV diagnoses,2013,Tennessee,772,14.2,"5,422,427"
HIV deaths,2013,Tennessee,334,6.2,"5,422,427"
HIV prevalence,2013,Tennessee,"16,154",297.9,"5,422,427"
AIDS diagnoses,2013,Tennessee,613,11.3,"5,422,427"
AIDS deaths,2013,Tennessee,256,4.7,"5,422,427"
AIDS prevalence,2013,Tennessee,"8,250",152.1,"5,422,427"
Estimated HIV incidence,2013,Tennessee,700,12.8,"5,422,427"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Tennessee,"17,800",327.5,"5,422,427"
HIV diagnoses,2012,Indiana,494,9.2,"5,398,575"
HIV deaths,2012,Indiana,166,3.1,"5,398,575"
HIV prevalence,2012,Indiana,"9,464",175.3,"5,398,575"
AIDS diagnoses,2012,Indiana,292,5.4,"5,398,575"
AIDS deaths,2012,Indiana,142,2.6,"5,398,575"
AIDS prevalence,2012,Indiana,"5,103",94.5,"5,398,575"
Estimated HIV incidence,2012,Indiana,480,8.9,"5,398,575"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Indiana,"11,600",215.3,"5,398,575"
HIV diagnoses,2012,Tennessee,852,15.8,"5,379,627"
HIV deaths,2012,Tennessee,343,6.4,"5,379,627"
HIV prevalence,2012,Tennessee,"15,873",295.1,"5,379,627"
AIDS diagnoses,2012,Tennessee,515,9.6,"5,379,627"
AIDS deaths,2012,Tennessee,259,4.8,"5,379,627"
AIDS prevalence,2012,Tennessee,"7,977",148.3,"5,379,627"
Estimated HIV incidence,2012,Tennessee,790,14.7,"5,379,627"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Tennessee,"17,400",323.4,"5,379,627"
HIV diagnoses,2012,Arizona,627,11.7,"5,378,403"
HIV deaths,2012,Arizona,214,4,"5,378,403"
HIV prevalence,2012,Arizona,"13,303",247.3,"5,378,403"
AIDS diagnoses,2012,Arizona,304,5.7,"5,378,403"
AIDS deaths,2012,Arizona,169,3.1,"5,378,403"
AIDS prevalence,2012,Arizona,"6,864",127.6,"5,378,403"
Estimated HIV incidence,2012,Arizona,670,12.5,"5,378,403"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Arizona,"16,400",305,"5,378,403"
HIV diagnoses,2011,Indiana,468,8.7,"5,370,993"
HIV deaths,2011,Indiana,199,3.7,"5,370,993"
HIV prevalence,2011,Indiana,"9,135",170.1,"5,370,993"
AIDS diagnoses,2011,Indiana,315,5.9,"5,370,993"
AIDS deaths,2011,Indiana,169,3.1,"5,370,993"
AIDS prevalence,2011,Indiana,"4,951",92.2,"5,370,993"
Estimated HIV incidence,2011,Indiana,450,8.3,"5,370,993"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Indiana,"11,300",210.5,"5,370,993"
HIV diagnoses,2010,Indiana,488,9.1,"5,340,364"
HIV deaths,2010,Indiana,173,3.2,"5,340,364"
HIV prevalence,2010,Indiana,"8,796",164.7,"5,340,364"
AIDS diagnoses,2010,Indiana,312,5.8,"5,340,364"
AIDS deaths,2010,Indiana,149,2.8,"5,340,364"
AIDS prevalence,2010,Indiana,"4,757",89.1,"5,340,364"
Estimated HIV incidence,2010,Indiana,470,8.8,"5,340,364"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Indiana,"11,100",207,"5,340,364"
HIV diagnoses,2011,Tennessee,845,15.9,"5,325,877"
HIV deaths,2011,Tennessee,324,6.1,"5,325,877"
HIV prevalence,2011,Tennessee,"15,257",286.5,"5,325,877"
AIDS diagnoses,2011,Tennessee,524,9.8,"5,325,877"
AIDS deaths,2011,Tennessee,243,4.6,"5,325,877"
AIDS prevalence,2011,Tennessee,"7,642",143.5,"5,325,877"
Estimated HIV incidence,2011,Tennessee,800,15,"5,325,877"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Tennessee,"16,900",318.2,"5,325,877"
HIV diagnoses,2011,Arizona,564,10.6,"5,298,184"
HIV deaths,2011,Arizona,195,3.7,"5,298,184"
HIV prevalence,2011,Arizona,"12,726",240.2,"5,298,184"
AIDS diagnoses,2011,Arizona,356,6.7,"5,298,184"
AIDS deaths,2011,Arizona,159,3,"5,298,184"
AIDS prevalence,2011,Arizona,"6,610",124.8,"5,298,184"
Estimated HIV incidence,2011,Arizona,650,12.2,"5,298,184"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Arizona,"15,900",300.9,"5,298,184"
HIV diagnoses,2010,Tennessee,860,16.3,"5,283,191"
HIV deaths,2010,Tennessee,380,7.2,"5,283,191"
HIV prevalence,2010,Tennessee,"14,766",279.5,"5,283,191"
AIDS diagnoses,2010,Tennessee,640,12.1,"5,283,191"
AIDS deaths,2010,Tennessee,298,5.6,"5,283,191"
AIDS prevalence,2010,Tennessee,"7,389",139.9,"5,283,191"
Estimated HIV incidence,2010,Tennessee,730,13.9,"5,283,191"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Tennessee,"16,500",311.8,"5,283,191"
HIV diagnoses,2010,Arizona,619,11.8,"5,229,294"
HIV deaths,2010,Arizona,202,3.9,"5,229,294"
HIV prevalence,2010,Arizona,"12,345",236.1,"5,229,294"
AIDS diagnoses,2010,Arizona,471,9,"5,229,294"
AIDS deaths,2010,Arizona,170,3.3,"5,229,294"
AIDS prevalence,2010,Arizona,"6,417",122.7,"5,229,294"
Estimated HIV incidence,2010,Arizona,640,12.2,"5,229,294"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Arizona,"15,500",296.3,"5,229,294"
HIV diagnoses,2016,Missouri,509,10,"5,097,999"
HIV deaths,2016,Missouri,191,3.7,"5,097,999"
HIV prevalence,2016,Missouri,"12,104",237.4,"5,097,999"
AIDS diagnoses,2016,Missouri,228,4.5,"5,097,999"
AIDS deaths,2016,Missouri,160,3.1,"5,097,999"
AIDS prevalence,2016,Missouri,"6,316",123.9,"5,097,999"
Estimated HIV incidence,2016,Missouri,450,8.8,"5,097,999"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Missouri,"13,900",271.8,"5,097,999"
HIV diagnoses,2015,Missouri,461,9.1,"5,077,362"
HIV deaths,2015,Missouri,172,3.4,"5,077,362"
HIV prevalence,2015,Missouri,"11,834",233.1,"5,077,362"
AIDS diagnoses,2015,Missouri,224,4.4,"5,077,362"
AIDS deaths,2015,Missouri,128,2.5,"5,077,362"
AIDS prevalence,2015,Missouri,"6,302",124.1,"5,077,362"
Estimated HIV incidence,2015,Missouri,400,8,"5,077,362"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Missouri,"13,600",267.8,"5,077,362"
HIV diagnoses,2014,Missouri,467,9.2,"5,060,710"
HIV deaths,2014,Missouri,171,3.4,"5,060,710"
HIV prevalence,2014,Missouri,"11,465",226.5,"5,060,710"
AIDS diagnoses,2014,Missouri,237,4.7,"5,060,710"
AIDS deaths,2014,Missouri,134,2.6,"5,060,710"
AIDS prevalence,2014,Missouri,"6,126",121.1,"5,060,710"
Estimated HIV incidence,2014,Missouri,440,8.6,"5,060,710"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Missouri,"13,400",264.1,"5,060,710"
HIV diagnoses,2016,Maryland,"1,104",21.8,"5,057,308"
HIV deaths,2016,Maryland,487,9.6,"5,057,308"
HIV prevalence,2016,Maryland,"32,506",642.8,"5,057,308"
AIDS diagnoses,2016,Maryland,583,11.5,"5,057,308"
AIDS deaths,2016,Maryland,395,7.8,"5,057,308"
AIDS prevalence,2016,Maryland,"17,343",342.9,"5,057,308"
Estimated HIV incidence,2016,Maryland,"1,200",23.7,"5,057,308"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Maryland,"37,200",734.7,"5,057,308"
HIV diagnoses,2013,Missouri,467,9.3,"5,039,740"
HIV deaths,2013,Missouri,187,3.7,"5,039,740"
HIV prevalence,2013,Missouri,"11,116",220.6,"5,039,740"
AIDS diagnoses,2013,Missouri,264,5.2,"5,039,740"
AIDS deaths,2013,Missouri,154,3.1,"5,039,740"
AIDS prevalence,2013,Missouri,"6,011",119.3,"5,039,740"
Estimated HIV incidence,2013,Missouri,480,9.6,"5,039,740"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Missouri,"13,100",259.9,"5,039,740"
HIV diagnoses,2015,Maryland,"1,193",23.7,"5,034,408"
HIV deaths,2015,Maryland,555,11,"5,034,408"
HIV prevalence,2015,Maryland,"32,669",648.9,"5,034,408"
AIDS diagnoses,2015,Maryland,630,12.5,"5,034,408"
AIDS deaths,2015,Maryland,461,9.2,"5,034,408"
AIDS prevalence,2015,Maryland,"17,717",351.9,"5,034,408"
Estimated HIV incidence,2015,Maryland,"1,200",22.9,"5,034,408"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Maryland,"36,400",723.8,"5,034,408"
HIV diagnoses,2012,Missouri,528,10.5,"5,015,443"
HIV deaths,2012,Missouri,191,3.8,"5,015,443"
HIV prevalence,2012,Missouri,"10,874",216.8,"5,015,443"
AIDS diagnoses,2012,Missouri,311,6.2,"5,015,443"
AIDS deaths,2012,Missouri,154,3.1,"5,015,443"
AIDS prevalence,2012,Missouri,"5,933",118.3,"5,015,443"
Estimated HIV incidence,2012,Missouri,480,9.5,"5,015,443"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Missouri,"12,800",255.3,"5,015,443"
HIV diagnoses,2014,Maryland,"1,240",24.8,"5,005,217"
HIV deaths,2014,Maryland,596,11.9,"5,005,217"
HIV prevalence,2014,Maryland,"31,047",620.3,"5,005,217"
AIDS diagnoses,2014,Maryland,639,12.8,"5,005,217"
AIDS deaths,2014,Maryland,485,9.7,"5,005,217"
AIDS prevalence,2014,Maryland,"16,962",338.9,"5,005,217"
Estimated HIV incidence,2014,Maryland,"1,200",24,"5,005,217"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Maryland,"35,800",716,"5,005,217"
HIV diagnoses,2011,Missouri,525,10.5,"4,996,408"
HIV deaths,2011,Missouri,185,3.7,"4,996,408"
HIV prevalence,2011,Missouri,"10,541",211,"4,996,408"
AIDS diagnoses,2011,Missouri,317,6.3,"4,996,408"
AIDS deaths,2011,Missouri,156,3.1,"4,996,408"
AIDS prevalence,2011,Missouri,"5,768",115.4,"4,996,408"
Estimated HIV incidence,2011,Missouri,440,8.9,"4,996,408"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Missouri,"12,500",250.5,"4,996,408"
HIV diagnoses,2010,Missouri,572,11.5,"4,976,853"
HIV deaths,2010,Missouri,211,4.2,"4,976,853"
HIV prevalence,2010,Missouri,"10,153",204,"4,976,853"
AIDS diagnoses,2010,Missouri,328,6.6,"4,976,853"
AIDS deaths,2010,Missouri,176,3.5,"4,976,853"
AIDS prevalence,2010,Missouri,"5,569",111.9,"4,976,853"
Estimated HIV incidence,2010,Missouri,540,10.8,"4,976,853"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Missouri,"12,300",246.3,"4,976,853"
HIV diagnoses,2013,Maryland,"1,312",26.4,"4,970,602"
HIV deaths,2013,Maryland,619,12.5,"4,970,602"
HIV prevalence,2013,Maryland,"29,815",599.8,"4,970,602"
AIDS diagnoses,2013,Maryland,872,17.5,"4,970,602"
AIDS deaths,2013,Maryland,498,10,"4,970,602"
AIDS prevalence,2013,Maryland,"16,477",331.5,"4,970,602"
Estimated HIV incidence,2013,Maryland,"1,200",25,"4,970,602"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Maryland,"35,200",708.8,"4,970,602"
HIV diagnoses,2012,Maryland,"1,335",27.1,"4,928,739"
HIV deaths,2012,Maryland,638,12.9,"4,928,739"
HIV prevalence,2012,Maryland,"29,343",595.3,"4,928,739"
AIDS diagnoses,2012,Maryland,897,18.2,"4,928,739"
AIDS deaths,2012,Maryland,509,10.3,"4,928,739"
AIDS prevalence,2012,Maryland,"16,243",329.6,"4,928,739"
Estimated HIV incidence,2012,Maryland,"1,300",25.5,"4,928,739"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Maryland,"34,600",702.2,"4,928,739"
HIV diagnoses,2011,Maryland,"1,443",29.6,"4,881,333"
HIV deaths,2011,Maryland,587,12,"4,881,333"
HIV prevalence,2011,Maryland,"28,812",590.2,"4,881,333"
AIDS diagnoses,2011,Maryland,822,16.8,"4,881,333"
AIDS deaths,2011,Maryland,487,10,"4,881,333"
AIDS prevalence,2011,Maryland,"15,978",327.3,"4,881,333"
Estimated HIV incidence,2011,Maryland,"1,300",26.9,"4,881,333"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Maryland,"34,000",696.2,"4,881,333"
HIV diagnoses,2016,Wisconsin,227,4.7,"4,858,246"
HIV deaths,2016,Wisconsin,81,1.7,"4,858,246"
HIV prevalence,2016,Wisconsin,"6,070",124.9,"4,858,246"
AIDS diagnoses,2016,Wisconsin,103,2.1,"4,858,246"
AIDS deaths,2016,Wisconsin,65,1.3,"4,858,246"
AIDS prevalence,2016,Wisconsin,"3,008",61.9,"4,858,246"
Estimated HIV incidence,2016,Wisconsin,250,5.1,"4,858,246"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Wisconsin,"7,100",146.4,"4,858,246"
HIV diagnoses,2015,Wisconsin,225,4.6,"4,839,393"
HIV deaths,2015,Wisconsin,86,1.8,"4,839,393"
HIV prevalence,2015,Wisconsin,"5,915",122.2,"4,839,393"
AIDS diagnoses,2015,Wisconsin,101,2.1,"4,839,393"
AIDS deaths,2015,Wisconsin,66,1.4,"4,839,393"
AIDS prevalence,2015,Wisconsin,"2,966",61.3,"4,839,393"
Estimated HIV incidence,2015,Wisconsin,260,5.4,"4,839,393"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Wisconsin,"6,900",143.5,"4,839,393"
HIV diagnoses,2010,Maryland,"1,762",36.5,"4,829,742"
HIV deaths,2010,Maryland,620,12.8,"4,829,742"
HIV prevalence,2010,Maryland,"27,783",575.2,"4,829,742"
AIDS diagnoses,2010,Maryland,"1,013",21,"4,829,742"
AIDS deaths,2010,Maryland,515,10.7,"4,829,742"
AIDS prevalence,2010,Maryland,"15,550",322,"4,829,742"
Estimated HIV incidence,2010,Maryland,"1,500",30.2,"4,829,742"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Maryland,"33,300",688.5,"4,829,742"
HIV diagnoses,2014,Wisconsin,218,4.5,"4,825,721"
HIV deaths,2014,Wisconsin,91,1.9,"4,825,721"
HIV prevalence,2014,Wisconsin,"5,829",120.8,"4,825,721"
AIDS diagnoses,2014,Wisconsin,104,2.2,"4,825,721"
AIDS deaths,2014,Wisconsin,78,1.6,"4,825,721"
AIDS prevalence,2014,Wisconsin,"2,991",62,"4,825,721"
Estimated HIV incidence,2014,Wisconsin,230,4.7,"4,825,721"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Wisconsin,"6,800",140.4,"4,825,721"
HIV diagnoses,2013,Wisconsin,243,5.1,"4,804,668"
HIV deaths,2013,Wisconsin,92,1.9,"4,804,668"
HIV prevalence,2013,Wisconsin,"5,717",119,"4,804,668"
AIDS diagnoses,2013,Wisconsin,139,2.9,"4,804,668"
AIDS deaths,2013,Wisconsin,76,1.6,"4,804,668"
AIDS prevalence,2013,Wisconsin,"2,974",61.9,"4,804,668"
Estimated HIV incidence,2013,Wisconsin,260,5.4,"4,804,668"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Wisconsin,"6,600",138.2,"4,804,668"
HIV diagnoses,2012,Wisconsin,218,4.6,"4,780,955"
HIV deaths,2012,Wisconsin,87,1.8,"4,780,955"
HIV prevalence,2012,Wisconsin,"5,196",108.7,"4,780,955"
AIDS diagnoses,2012,Wisconsin,154,3.2,"4,780,955"
AIDS deaths,2012,Wisconsin,68,1.4,"4,780,955"
AIDS prevalence,2012,Wisconsin,"2,668",55.8,"4,780,955"
Estimated HIV incidence,2012,Wisconsin,240,5,"4,780,955"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Wisconsin,"6,500",135.4,"4,780,955"
HIV diagnoses,2011,Wisconsin,245,5.1,"4,759,707"
HIV deaths,2011,Wisconsin,98,2.1,"4,759,707"
HIV prevalence,2011,Wisconsin,"5,088",106.9,"4,759,707"
AIDS diagnoses,2011,Wisconsin,178,3.7,"4,759,707"
AIDS deaths,2011,Wisconsin,78,1.6,"4,759,707"
AIDS prevalence,2011,Wisconsin,"2,595",54.5,"4,759,707"
Estimated HIV incidence,2011,Wisconsin,230,4.8,"4,759,707"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Wisconsin,"6,300",132.8,"4,759,707"
HIV diagnoses,2010,Wisconsin,252,5.3,"4,739,026"
HIV deaths,2010,Wisconsin,94,2,"4,739,026"
HIV prevalence,2010,Wisconsin,"4,923",103.9,"4,739,026"
AIDS diagnoses,2010,Wisconsin,141,3,"4,739,026"
AIDS deaths,2010,Wisconsin,74,1.6,"4,739,026"
AIDS prevalence,2010,Wisconsin,"2,485",52.4,"4,739,026"
Estimated HIV incidence,2010,Wisconsin,260,5.5,"4,739,026"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Wisconsin,"6,200",130.7,"4,739,026"
HIV diagnoses,2016,Colorado,424,9.2,"4,623,658"
HIV deaths,2016,Colorado,118,2.6,"4,623,658"
HIV prevalence,2016,Colorado,"12,215",264.2,"4,623,658"
AIDS diagnoses,2016,Colorado,178,3.8,"4,623,658"
AIDS deaths,2016,Colorado,92,2,"4,623,658"
AIDS prevalence,2016,Colorado,"5,406",116.9,"4,623,658"
Estimated HIV incidence,2016,Colorado,490,10.6,"4,623,658"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Colorado,"13,900",301,"4,623,658"
HIV diagnoses,2016,Minnesota,292,6.4,"4,592,132"
HIV deaths,2016,Minnesota,70,1.5,"4,592,132"
HIV prevalence,2016,Minnesota,"8,065",175.6,"4,592,132"
AIDS diagnoses,2016,Minnesota,133,2.9,"4,592,132"
AIDS deaths,2016,Minnesota,56,1.2,"4,592,132"
AIDS prevalence,2016,Minnesota,"3,781",82.3,"4,592,132"
Estimated HIV incidence,2016,Minnesota,220,4.7,"4,592,132"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Minnesota,"9,300",201.5,"4,592,132"
HIV diagnoses,2015,Minnesota,294,6.5,"4,554,270"
HIV deaths,2015,Minnesota,99,2.2,"4,554,270"
HIV prevalence,2015,Minnesota,"7,775",170.7,"4,554,270"
AIDS diagnoses,2015,Minnesota,149,3.3,"4,554,270"
AIDS deaths,2015,Minnesota,68,1.5,"4,554,270"
AIDS prevalence,2015,Minnesota,"3,696",81.2,"4,554,270"
Estimated HIV incidence,2015,Minnesota,280,6.2,"4,554,270"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Minnesota,"9,100",200,"4,554,270"
HIV diagnoses,2015,Colorado,379,8.4,"4,534,027"
HIV deaths,2015,Colorado,123,2.7,"4,534,027"
HIV prevalence,2015,Colorado,"11,462",252.8,"4,534,027"
AIDS diagnoses,2015,Colorado,190,4.2,"4,534,027"
AIDS deaths,2015,Colorado,102,2.2,"4,534,027"
AIDS prevalence,2015,Colorado,"5,094",112.4,"4,534,027"
